post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,v_fisica,v_financeira,ativos
254,HLOG11,0.6500,0.7400,0.7700,2.3100,0.7583,4.5500,0.7292,8.7500,7.5706,0.6404,8.3666,87.6700,3.8300,2023,0.5853,111.0500,-0.0716,471945228.5500,5.1219,0.5134,1.7553,0.5851,3.5140,0.5857,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,89.27,128983.08,490904989.38,0.7728,0.8038721296713192,HLOG11,,,5
1852,HOFC11,0.2000,0.8400,0.8100,2.4300,0.5950,3.5700,0.6458,7.7500,-4.5600,-12.3577,-3.7583,23.8600,3.3200,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,23.22,113953.03,339019174.35,0.2588,,HOFC11,,,4
129,HOSI11,0.3600,0.6900,0.6800,2.0400,1.0033,6.0200,0.8217,9.8600,-6.2321,-6.4097,-5.5851,52.5100,3.4000,2023,0.4609,93.1952,0.2607,53442769.2700,5.3515,0.7227,1.4050,0.4683,2.7285,0.4548,,,Imóveis Residenciais,imoveis-residenciais,58.02,12230.65,53553566.21,0.6213,0.6225642522361667,HOSI11,,,0
385,HPDP11,0.5000,0.7000,0.6667,2.0000,0.5017,3.0100,0.5008,6.0100,4.3811,6.1245,5.1117,71.0000,2.5800,2023,0.5263,95.0000,0.1401,276336993.1100,5.8109,0.6671,1.6325,0.5442,3.0542,0.5090,,,Shoppings,shoppings,72,6632.24,259723213.63,0.8064,0.7578947368421053,HPDP11,,,1
172,HRDF11,5.4000,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,5.05,3162.92,8608858.09,4.469,,HRDF11,,,0
341,HREC11,0.9000,1.0700,1.1400,3.4200,1.1500,6.9000,1.1067,13.2800,9.6053,8.9413,10.7781,83.8700,5.7300,2023,1.0596,89.6600,-1.7959,462332546.0700,9.8662,-0.7553,2.9223,0.9741,6.5377,1.0896,,,Papéis,papeis,84.86,89678.32,477477953.65,0.9165,0.9464644211465537,HREC11,,,0
262,HSAF11,1.1000,1.3000,1.2933,3.8800,1.1950,7.1700,1.1492,13.7900,5.2370,13.9939,6.6051,84.6000,6.1600,2023,0.6554,91.5535,-0.6720,231297015.8700,8.3949,-0.0210,2.8237,0.9412,6.2802,1.0467,,,Papéis,papeis,85.5,382801.39,234220942.16,0.9222,0.9338801902712621,HSAF11,,,0
125,HSLG11,0.7300,0.8400,0.8867,2.6600,0.8683,5.2100,0.8100,9.7200,3.4770,2.1479,4.3462,86.9000,4.4200,2023,0.6653,105.2205,-0.0480,1332098024.3100,0.9891,0.6169,1.9950,0.6650,3.9131,0.6522,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,94.9,926457.71,1317187344.81,0.9121,0.9019155012568844,HSLG11,,,5
371,HSML11,0.7400,0.8400,0.8800,2.6400,0.8867,5.3200,0.8342,10.0100,3.1657,12.3961,4.0323,87.9900,4.4600,2023,0.6983,97.3742,-0.1918,1536624397.0600,4.2616,0.5052,2.0887,0.6962,4.1269,0.6878,,,Shoppings,shoppings,92.7,2721639.11,1500072740.58,0.9752,0.9519975517128767,HSML11,,,7
269,HSRE11,0.6300,0.0000,0.4100,1.2300,0.5100,3.0600,0.5100,6.1200,0.0000,,0.0000,,2.4500,2023,0.6549,96.1953,-0.0369,819397969.1500,5.8338,0.6178,1.9646,0.6549,3.8596,0.6433,,,Misto,misto,103,432362.32,857023999.68,1.0695,1.0707383832682054,HSRE11,,,27
448,HTMX11,1.7381,1.5100,1.3133,3.9400,1.0517,6.3100,0.8842,10.6100,9.2857,8.3017,10.9359,114.7500,5.1800,2023,0.9669,131.5200,-0.4164,197844728.7000,7.4668,0.5464,2.3740,0.7913,,,,,Hotéis,hoteis,119.8,395795.97,208092129.54,0.866,0.9108880778588807,HTMX11,,,23
80,HUCG11,0.2000,0.2600,0.1867,0.5600,0.3883,2.3300,0.4933,5.9200,0.6582,-17.2518,0.9199,77.9900,1.4000,2023,,,,,,,,,,,,,Hospitalar,hospitalar,77,1854,115173129.78,0.7501,,HUCG11,,,2
156,HUSC11,0.8600,0.8700,0.8567,2.5700,0.5767,3.4600,0.7175,8.6100,-2.9513,1.4188,-2.1069,98.9800,3.4000,2023,0.5952,146.1594,2.3539,116140135.5000,7.1141,2.9631,1.9188,0.6396,3.6685,0.6114,,,Hospitalar,hospitalar,98.75,8973.39,119135115.56,0.6796,0.675632220712455,HUSC11,,,2
392,HUSI11,7.7152,0.6800,0.2267,0.6800,0.2217,1.3300,0.4100,4.9200,0.0000,,0.0000,1137.6100,1.3300,2023,0.8830,991.6719,-0.8255,115392926.8200,4.3339,0.0502,2.5858,0.8619,,,,,Hospitalar,hospitalar,1136.8,14629.11,129279968.49,1.0232,1.1463468915474966,HUSI11,,,0
208,IBCR11,0.9100,1.1500,1.1567,3.4700,1.1267,6.7600,1.1675,14.0100,5.2610,-1.0473,6.4716,78.8300,5.9400,2023,0.8376,95.5100,-0.9127,91539316.3200,9.4882,-0.0827,2.9197,0.9732,6.7637,1.1273,,,Papéis,papeis,77.5,86635.29,91952060.77,0.8078,0.8114333577635849,IBCR11,,,0
185,IBFF11,14.7925,0.0000,0.1467,0.4400,0.4750,2.8500,0.6683,8.0200,0.0000,,0.0000,,5.4100,2022,0.6893,72.5412,-1.9515,48361846.8900,-0.6085,-1.2757,,,,,,,Fundo de Fundos,fundo-de-fundos,66.4,162549.5,9855905.16,4.4926,0.9153419022569244,IBFF11,,,0
81,IDFI11,4.2912,9.4300,6.2100,18.6300,4.6767,28.0600,3.3875,40.6500,-6.9339,12.6213,1.8422,45.5000,33.3600,2023,0.4815,59.6700,-1.5996,122800198.5500,-18.1476,-1.1258,1.4621,0.4874,,,,,Indefinido,indefinido,41.99,10339,85480417.96,1.0108,0.7037037037037037,IDFI11,,,2
1848,IFRA11,1.0800,1.0600,0.9967,2.9900,0.9483,5.6900,0.9933,11.9200,6.2323,5.2870,7.3584,101.4200,4.6500,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,102.82,1421473.32,0,0,,IFRA11,,,
379,IRDM11,0.8675,0.9900,1.0667,3.2000,1.0433,6.2600,1.0308,12.3700,2.2447,-0.0218,3.2569,87.9100,5.2900,2023,0.7540,93.0400,-1.7736,3389714938.9100,3.2825,-1.0330,2.4853,0.8284,6.4286,1.0714,,,Papéis,papeis,87.61,5452155.89,3290832592.93,0.97,0.9416380051590713,IRDM11,,,0
140,IRIM11,1.0443,1.1800,1.1467,3.4400,1.1067,6.6400,1.1167,13.4000,-0.1798,-0.5164,0.9981,88.8200,5.6600,2023,0.7350,97.2300,-1.3494,186681888.4400,2.7246,-0.6243,2.6197,0.8732,,,,,Indefinido,indefinido,91.19,115420.76,184773191.39,0.9475,0.9378792553738557,IRIM11,,,0
92,ITIP11,0.8300,1.1400,1.1233,3.3700,1.0783,6.4700,1.0900,13.0800,-1.6081,-3.7443,-0.4864,72.8100,5.6200,2023,0.9145,80.9214,-2.8956,60541434.9900,2.5743,-2.0076,2.8687,0.9562,6.4120,1.0687,,,Papéis,papeis,73.34,109618.87,58201009.55,0.9428,0.9063115566463259,ITIP11,,,0
59,ITIT11,0.5700,0.7800,0.7733,2.3200,0.7817,4.6900,0.7650,9.1800,2.4241,-4.4027,3.2230,73.5200,3.9600,2023,0.7155,79.6643,-5.8236,71737214.0300,6.8781,-5.1498,2.0865,0.6955,4.2069,0.7011,,,Fundo de Fundos,fundo-de-fundos,73.24,95041.26,73551036.84,0.8967,0.9193578554007252,ITIT11,,,0
60,JASC11,0.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,100,841700.67,279344833,0.9724,,JASC11,,,12
334,JBFO11,0.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Papéis,papeis,92.01,55206,109647498.48,1.0734,,JBFO11,,,0
452,JFLL11,0.6200,0.9000,0.9733,2.9200,1.0033,6.0200,0.9433,11.3200,5.8208,9.8986,6.7731,68.7200,5.0000,2023,0.6170,100.4875,0.0284,150791406.3700,7.4261,0.6455,1.8515,0.6172,3.7252,0.6209,,,Imóveis Residenciais,imoveis-residenciais,71.2,63758.11,151597272.65,0.7048,0.7085458390347058,JFLL11,,,2
528,JGPX11,1.3500,1.3900,1.3467,4.0400,1.3183,7.9100,1.2367,14.8400,0.7261,6.8657,2.1262,97.1000,6.5700,2023,1.2133,96.4300,0.4791,81784381.5400,12.7642,1.6982,3.8333,1.2778,7.3096,1.2183,12.0890,1.3432,Indefinido,indefinido,97.49,193487.13,81784381.54,1.0007,1.0109924297417814,JGPX11,,,0
149,JPPA11,1.3500,1.3600,1.4133,4.2400,1.3783,8.2700,1.4675,17.6100,5.3085,0.2299,6.7407,98.9900,6.9400,2023,1.4136,99.0385,-0.7325,79272816.9300,11.7594,0.6708,4.4766,1.4922,9.8078,1.6346,,,Papéis,papeis,97.4,405619.42,89386541.08,0.9851,0.9834559287549792,JPPA11,,,0
419,JRDM11,0.5300,0.6300,0.7067,2.1200,0.8333,5.0000,0.7817,9.3800,6.6125,5.4687,7.2842,84.0000,3.5400,2023,0.7878,87.3400,-0.0633,220347088.7500,4.1916,0.7240,2.1580,0.7193,3.7930,0.6322,,,Shoppings,shoppings,84.9,48721.24,224154220.92,0.9555,0.9720632012823449,JRDM11,,,1
51,JSAF11,0.9300,1.0700,1.1033,3.3100,1.1217,6.7300,1.1000,13.2000,1.1275,8.9129,2.2096,87.0000,5.6300,2023,0.9880,94.1300,-4.0637,148073844.4100,7.1182,-3.1159,2.8740,0.9580,5.7501,0.9583,,,Fundo de Fundos,fundo-de-fundos,89.56,638461.34,151745185.36,0.9284,0.9514501221714651,JSAF11,,,0
252,JSRE11,0.4600,0.6200,0.6833,2.0500,0.6933,4.1600,0.6517,7.8200,10.9609,5.9644,11.6489,74.7100,3.4900,2023,0.4320,113.4200,0.0034,2355388202.9100,4.3426,0.4354,1.2956,0.4319,2.5900,0.4317,,,Misto,misto,77.5,2563630.18,2340991713.99,0.6875,0.6833010051137366,JSRE11,,,6
1854,JURO11,1.2500,1.2100,0.7400,2.2200,0.8433,5.0600,1.1567,13.8800,4.6146,0.0474,5.8804,103.1500,2.6900,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,103,1932185.5,0,0,,JURO11,,,
95,KCRE11,1.4700,1.5300,1.3800,4.1400,1.1600,6.9600,1.0167,12.2000,3.2061,15.8787,4.7851,96.2500,6.2700,2023,0.5154,98.9600,-1.9616,356256428.8400,1.5587,-1.4563,1.2096,0.4032,,,,,Indefinido,indefinido,98.03,486208.03,368503488.53,0.9577,0.9906022635408247,KCRE11,,,0
1816,KDIF11,1.0000,0.7500,0.8867,2.6600,0.9650,5.7900,0.9492,11.3900,2.1000,9.7455,2.8658,132.7300,4.7200,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,129.95,3050226.05,0,0,,KDIF11,,,
324,KEVE11,33.8522,3.3800,1.1267,3.3800,0.5633,3.3800,0.4067,4.8800,0.0000,,0.0000,1001.0100,3.3800,2023,0.2798,967.7538,-1.4949,142938194.6300,-4.2917,-1.2193,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1080,85434.48,136240412.71,1.1708,1.1159863180077412,KEVE11,,,0
243,KFOF11,0.7500,0.8800,0.9167,2.7500,0.9217,5.5300,0.8875,10.6500,8.8818,14.4017,9.8400,85.6900,4.6100,2023,0.7821,92.0600,-6.4324,417351938.4300,6.1142,-5.7006,2.2322,0.7441,4.4475,0.7413,,,Fundo de Fundos,fundo-de-fundos,91.98,1320569.21,418667372.74,0.996,0.9991310015207474,KFOF11,,,0
192,KINP11,2.8952,0.0000,1.6367,4.9100,2.4333,14.6000,2.6358,31.6300,0.0000,,0.0000,,12.5300,2023,5.0131,4.8000,-6.2772,34338416.7300,1.0379,-1.5788,10.1915,3.3972,25.5480,4.2580,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,9.82,38394.2,26408606.84,2.6612,2.0458333333333334,KINP11,,,0
163,KISU11,0.0700,0.8700,0.8867,2.6600,0.9400,5.6400,0.9475,11.3700,2.2872,3.9671,3.1771,8.0500,4.5300,2023,0.8531,8.7915,-5.2635,388551604.8600,2.0941,-4.4553,2.4608,0.8203,5.1326,0.8554,,,Fundo de Fundos,fundo-de-fundos,8.2,749657.08,391410455.57,0.9255,0.9327191036796906,KISU11,,,0
94,KIVO11,1.8000,2.0300,1.7667,5.3000,1.5883,9.5300,1.4600,17.5200,7.8656,-1.2438,10.0553,88.5900,8.0900,2023,,,,,,,,,,,,,Papéis,papeis,92.33,214347,113715785.43,0.9866,,KIVO11,,,0
542,KNCA11,1.4000,1.3100,1.2333,3.7000,1.1983,7.1900,1.2317,14.7800,0.7730,5.6347,2.0931,106.9000,5.8900,2023,1.1050,102.2600,0.0716,1441823009.5400,12.5841,1.1775,3.8956,1.2985,7.7628,1.2938,11.5901,1.4488,Indefinido,indefinido,105.89,2653517.13,1441823009.54,1.0453,1.0354977508312144,KNCA11,,,0
191,KNCR11,1.2400,1.3000,1.1933,3.5800,1.1700,7.0200,1.1483,13.7800,-1.7942,2.2325,-0.5175,95.2400,5.8000,2023,1.0928,100.6600,-0.0150,5747307324.4100,11.7587,1.0776,3.3754,1.1251,6.8332,1.1389,,,Papéis,papeis,97.5,14175389.13,5753493521.03,0.9675,0.9686071925293066,KNCR11,,,0
400,KNHY11,1.2500,1.2400,1.2567,3.7700,1.2033,7.2200,1.0167,12.2000,1.8990,9.7478,3.1625,100.8800,6.2500,2023,0.9214,97.6800,-0.9633,1806172257.8000,11.7908,-0.0508,1.7770,0.5923,5.0757,0.8460,,,Papéis,papeis,99.7,2793603.66,1875621848.43,0.9828,1.0206797706797706,KNHY11,,,0
292,KNIP11,1.0000,1.0500,1.0933,3.2800,1.0683,6.4100,0.9008,10.8100,4.3659,9.7185,5.4617,95.6200,5.3900,2023,0.5274,94.8000,-1.8990,7645646524.3300,9.1625,-1.3816,1.2025,0.4008,4.4667,0.7445,,,Papéis,papeis,94,9643820.76,7838947191.16,0.9603,0.9915611814345991,KNIP11,,,0
96,KNPR11,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,0,,57796272.97,0,,KNPR11,,,0
240,KNRE11,0.0701,12.5200,27.5367,82.6100,23.0767,138.4600,14.8675,178.4100,-44.0000,6.5941,-36.9888,0.5600,138.4600,2022,36.8322,0.8300,-28.5307,15445287.7400,-8.0309,-2.2070,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0.62,9004.53,13992248.65,0.8267,0.746987951807229,KNRE11,,,1
203,KNRI11,0.9500,0.6200,0.6533,1.9600,0.6683,4.0100,0.6467,7.7600,4.3082,12.2556,4.9549,152.2900,3.3000,2023,0.5683,160.1156,-0.0930,3867931624.0800,7.8577,0.4748,1.7045,0.5682,3.3689,0.5615,,,Misto,misto,157.39,3584117.08,3873417184.24,0.9816,0.9829772989015435,KNRI11,,,19
263,KNSC11,1.0500,1.1500,1.1600,3.4800,1.1250,6.7500,0.9817,11.7800,5.9378,11.4095,7.1561,90.9900,5.6600,2023,0.8465,88.6000,-1.1506,1176250630.5900,9.9504,-0.3139,1.9871,0.6624,5.0350,0.8392,,,Papéis,papeis,88.2,3312221.5,1201351095.06,0.9747,0.9954853273137698,KNSC11,,,0
302,LASC11,0.6000,0.6000,0.4267,1.2800,1.0467,6.2800,0.8883,10.6600,0.0000,,0.0000,100.0000,6.2800,2023,0.7385,109.6800,-0.2365,322496630.1900,2.3021,0.5003,2.2297,0.7432,3.4375,0.5729,,,Shoppings,shoppings,101.06,21509.26,300034047.66,0.9904,0.9214077315827862,LASC11,,,2
61,LAVF11,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,0,,116243.8,0,,LAVF11,,,0
143,LFTT11,0.7382,,,,,,,,,,,,,,6.9182,53.0218,-12.0859,387300227.8900,-69.3344,-6.0039,,,,,,,Papéis,papeis,57.94,16904.87,220601496.62,1.9449,1.092758073094463,LFTT11,,,284
199,LGCP11,0.6300,0.8100,0.8100,2.4300,0.7917,4.7500,0.7708,9.2500,3.6424,-1.4159,4.4819,78.2500,4.0000,2023,0.6032,102.7905,0.0185,280911914.9900,7.5386,0.6218,1.8133,0.6044,3.6348,0.6058,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,88.46,355797.68,281094999.93,0.86,0.8605853653790964,LGCP11,,,5
98,LIFE11,0.1500,1.4700,1.5067,4.5200,1.3817,8.2900,0.9050,10.8600,4.9485,1.1142,6.4912,10.1800,7.0700,2023,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,10.19,121244,175072637.56,0.9961,,LIFE11,,,0
67,LLAO11,6.2515,,,,,,,,,,,,,,,,,,,,,,,,,,Misto,misto,0,,34449278.59,0,,LLAO11,,,14
130,LOFT11B,47.8954,0.0000,0.0000,0.0000,23.7067,142.2400,15.8192,189.8300,0.0000,,0.0000,,92.3700,2021,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,29.9,,25790297.91,2.2755,,LOFT11B,,,19
97,LPLP11,0.5678,,,,,,,,,,,,,,,,,,,,,,,,,,Indefinido,indefinido,0,,114318975.21,0,,LPLP11,,,0
482,LSAG11,1.7000,1.5900,1.5967,4.7900,1.3950,8.3700,1.2083,14.5000,-1.1112,0.8028,0.4611,106.7900,7.2900,2023,,,,,,,,,,,,,Misto,misto,107.4,98786.82,0,0,,LSAG11,,,0
443,LSPA11,0.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Papéis,papeis,107.33,2259296.5,46255751.17,0.9386,,LSPA11,,,0
239,LUGG11,0.6200,0.8200,0.8033,2.4100,0.7750,4.6500,0.7275,8.7300,3.4388,7.0656,4.2870,75.5000,3.9400,2023,0.4067,127.8685,0.0706,115118749.8600,7.3766,0.4775,1.2436,0.4145,2.5027,0.4171,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,76.56,41919.82,133674010.34,0.6476,0.598740111911847,LUGG11,,,5
375,LVBI11,0.7600,0.7200,0.7500,2.2500,0.7517,4.5100,0.7267,8.7200,3.3506,6.6293,4.0947,105.8000,3.7800,2023,0.6493,115.5100,-0.0271,1360113106.6100,4.4661,0.6220,1.9478,0.6493,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,115,2733898.68,1360434615.7,0.9954,0.9955847978529997,LVBI11,,,8
193,MALL11,0.7800,0.7100,0.7500,2.2500,0.7583,4.5500,0.7400,8.8800,4.9655,9.8789,5.7107,109.5000,3.8000,2023,0.7232,107.8600,1.5913,815447626.2400,3.9688,2.3259,2.1986,0.7329,,,,,Shoppings,shoppings,113.76,2748353.63,1094921667.25,0.948,1.0547005377340999,MALL11,,,9
99,MANA11,0.1200,1.2000,1.1333,3.4000,1.1133,6.6800,1.0264,11.2900,0.1000,4.8782,1.3012,10.0100,5.5900,2023,,,,,,,,,,,,,Indefinido,indefinido,9.8,219521.53,192177224.25,0.999,,MANA11,,,0
246,MATV11,0.6000,0.7300,1.0367,3.1100,0.8117,4.8700,1.0233,12.2800,-1.4101,-1.0827,-0.6904,82.5000,1.9300,2023,0.8687,92.0900,-1.3431,39226174.0400,-0.8108,-0.4860,2.5818,0.8606,,,,,Indefinido,indefinido,81.3,26829.5,39529137.21,0.8761,0.8828320121620153,MATV11,,,0
408,MAXR11,0.7400,1.0700,1.1167,3.3500,0.9483,5.6900,0.8825,10.5900,5.8327,1.5267,6.9651,68.9500,4.7500,2023,0.5409,120.1800,0.0186,135277249.1400,4.2920,0.5595,1.6225,0.5408,,,,,Varejo,varejo,68.39,67608.53,138982978.07,0.5539,0.5690630720585788,MAXR11,,,9
281,MBRF11,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.8803,1136.0082,-0.1720,115491134.7200,10.0303,0.7067,2.6522,0.8841,5.2889,0.8815,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,MBRF11,,,
141,MCCI11,0.9500,1.0200,1.0633,3.1900,1.1067,6.6400,1.1200,13.4400,7.2490,5.9277,8.3430,93.0600,5.4000,2023,1.1905,92.4000,-2.0147,1348562788.7400,3.2463,-0.8482,3.5410,1.1803,6.8762,1.1460,,,Papéis,papeis,90.56,3795743.61,1612481402.79,0.9525,0.98008658008658,MCCI11,,,0
402,MCHF11,0.1000,1.1200,1.1467,3.4400,1.1300,6.7800,1.1692,14.0300,2.5200,2.9454,3.6683,8.9500,5.6900,2023,1.1740,9.3700,-1.4883,302861569.8000,0.2060,-0.3318,3.4982,1.1661,,,,,Papéis,papeis,9.04,1274442.03,304370938.87,0.9607,0.9647812166488794,MCHF11,,,0
313,MCHY11,1.4000,1.2400,1.2533,3.7600,1.2600,7.5600,1.4392,17.2700,1.4978,8.8362,2.7563,113.1700,6.3000,2023,3.4106,99.6900,-3.7185,357847552.2300,9.0328,-0.4348,6.1197,2.0399,10.0415,1.6736,,,Papéis,papeis,110,423640.05,362457888.85,1.0894,1.1034206038720031,MCHY11,,,0
439,MFAI11,0.4700,0.7800,0.7000,2.1000,0.8700,5.2200,0.8750,10.5000,4.3826,7.7578,5.1968,60.0200,4.1000,2023,0.6100,70.4900,-8.8601,22278514.7600,-6.2882,-8.3041,2.4103,0.8034,4.5568,0.7595,,,Fundo de Fundos,fundo-de-fundos,61.4,23864.82,25245828.22,0.867,0.8710455383742375,MFAI11,,,0
309,MFII11,1.1000,1.1700,1.2000,3.6000,1.1833,7.1000,1.1633,13.9600,3.9027,6.6081,5.1184,93.9800,5.9000,2023,1.1202,99.0900,-1.8288,410920497.6900,2.5289,-0.7291,3.2930,1.0977,6.5810,1.0968,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,93.31,355198.95,427022750,0.9171,0.9416691896255929,MFII11,,,8
388,MGCR11,0.9600,1.1500,1.1800,3.5400,1.1367,6.8200,1.2367,14.8400,3.9636,10.3642,5.1592,83.4100,5.7200,2023,1.0008,89.9300,-2.9881,127904113.9600,4.1438,-2.0173,3.3320,1.1107,,,,,Papéis,papeis,82.52,261552.08,129104606.89,0.9091,0.9176025797842765,MGCR11,,,0
323,MGFF11,0.4700,0.7700,0.8667,2.6000,0.9083,5.4500,0.8850,10.6200,3.0743,8.7270,3.8680,61.0200,4.5800,2023,0.7315,72.4500,-6.0981,655755708.9100,-2.9582,-5.4112,2.1248,0.7083,,,,,Fundo de Fundos,fundo-de-fundos,62.34,1417417.82,649746111.84,0.8684,0.8604554865424431,MGFF11,,,0
126,MGHT11,0.8000,1.3000,1.3333,4.0000,1.2983,7.7900,1.2200,14.6400,4.1314,14.8601,5.4851,61.5000,6.6500,2023,0.7593,85.6100,-0.4535,112466978.4400,-6.0810,0.3023,2.2719,0.7573,,,,,Hotéis,hoteis,61.98,183346.53,113963039.95,0.7145,0.7239808433594206,MGHT11,,,1
180,MGLG11,0.3500,0.8600,0.8600,2.5800,0.7600,4.5600,0.9742,11.6900,-3.5952,-2.7662,-2.7662,40.4900,0.8600,2023,0.5686,61.5542,57.5370,116224996.0200,-18.6225,58.4328,2.2829,0.7610,5.0253,0.8375,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,40.99,55314.19,116088485.68,0.549,0.6659171916782283,MGLG11,,,2
102,MGRI11,1.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,0,,24170557.37,0,,MGRI11,,,1
232,MORC11,1.1000,1.1900,1.2267,3.6800,1.2000,7.2000,1.2300,14.7600,5.0000,2.3971,6.2495,92.4000,6.0500,2023,1.1343,96.9800,-0.7268,125287392.9600,3.3037,0.3992,3.3852,1.1284,,,,,Papéis,papeis,90.29,361334.63,148580829.62,0.9168,0.9310167044751495,MORC11,,,0
250,MORE11,0.6000,0.8800,0.9200,2.7600,0.9400,5.6400,0.9433,11.3200,4.1463,10.0752,5.0628,68.3200,4.8100,2023,0.7203,83.3000,-5.0407,193189471.0800,-2.7405,-4.3568,2.0854,0.6951,,,,,Fundo de Fundos,fundo-de-fundos,69.86,547005.13,187654550.15,0.8633,0.838655462184874,MORE11,,,0
179,MXRF11,0.1200,1.1200,1.1400,3.4200,1.1100,6.6600,1.0592,12.7100,1.3245,12.3011,2.4593,10.7100,5.6700,2023,0.7921,10.1000,-0.9673,2282646736.0600,4.6981,-0.1828,2.8078,0.9359,,,,,Papéis,papeis,10.78,9667589.95,2274793907.08,1.0716,1.0673267326732674,MXRF11,,,3
128,NAVT11,0.8500,1.0300,1.1067,3.3200,1.1433,6.8600,1.1308,13.5700,8.5451,17.9135,9.6631,82.4400,5.7100,2023,0.9461,89.8400,-3.9247,94740518.9200,0.4852,-3.0157,2.7724,0.9241,,,,,Papéis,papeis,85,183321.68,97066029.34,0.9234,0.946126447016919,NAVT11,,,0
79,NCHB11,1.1900,1.3300,1.3700,4.1100,1.2700,7.6200,1.3100,15.7200,8.5912,5.5553,10.0355,89.4900,6.4600,2023,1.1089,90.1800,-1.1401,145806912.8300,3.1811,-0.0439,3.9061,1.3020,8.2413,1.3736,,,Papéis,papeis,86.74,328741.95,153136281.51,0.9617,0.9618540696385006,NCHB11,,,0
