post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,v_fisica,v_financeira,ativos
493,NCRA11,0.1500,1.4300,1.2533,3.7600,0.9450,5.6700,0.5567,6.6800,1.3527,-88.2200,2.8020,10.4900,5.3600,2023,0.9706,10.5600,0.0000,43087632.2400,0.0000,0.0000,2.2914,2.2914,2.2914,2.2914,2.2914,2.2914,Indefinido,indefinido,10.35,164186.37,43087632.24,0.9697,0.9801136363636362,NCRA11,,,0
1840,NCRI11,0.1000,1.1500,1.1367,3.4100,0.9020,4.5100,0.9020,4.5100,-4.3094,-6.2863,-3.2090,8.6600,4.5100,2023,,,,,,,,,,,,,Papéis,papeis,8.77,20077.79,40270630.8,0.8598,,NCRI11,,,
316,NEWL11,0.9300,0.9200,0.9267,2.7800,0.9967,5.9800,1.0275,12.3300,0.6300,8.0996,1.5558,100.6300,4.6500,2023,0.7439,120.9883,-0.3057,245981102.2600,13.7448,0.4359,2.2279,0.7426,5.0815,0.8469,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,106.08,235146.47,247190337.53,0.8725,0.8767789943325098,NEWL11,,,3
229,NEWU11,0.1400,0.2000,0.2000,0.6000,0.1650,0.9900,2.5608,30.7300,-0.0428,61.0124,0.1571,69.9900,0.9900,2023,0.1232,64.9167,-0.3121,48168182.0500,-0.1892,-0.1892,,,,,,,Lajes Corporativas,lajes-corporativas,69.12,79424.43,51144859.74,1.0028,1.064749132349611,NEWU11,,,3
151,NSLU11,1.5313,0.8600,0.9067,2.7200,0.9117,5.4700,0.7625,9.1500,8.0446,11.2642,8.9738,177.4200,4.5700,2023,0.7688,194.7800,0.0537,251911778.3600,3.1140,0.8230,2.2087,0.7362,,,,,Hospitalar,hospitalar,180.14,194327.18,257831880.54,0.9036,0.9248382790840948,NSLU11,,,1
139,NVHO11,0.0827,0.7500,0.7333,2.2000,0.7617,4.5700,0.7617,9.1400,-1.7857,14.1647,-1.0491,11.0000,3.7300,2023,0.6542,12.7549,0.0467,529260583.4300,6.3470,0.7013,1.9178,0.6393,3.7297,0.6216,,,Hospitalar,hospitalar,10.26,5707.87,580193486.95,0.7339,0.8043967416443877,NVHO11,,,4
158,NVIF11B,0.4446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.1504,295.6500,2.8735,99753245.0000,17.6953,3.0282,0.4650,0.1550,0.9718,0.1620,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,227.5,,116938026.55,0.6564,0.769490952139354,NVIF11B,,,21
485,OIAG11,0.1050,1.1200,1.2133,3.6400,1.3900,8.3400,1.2883,15.4600,-2.7950,-5.6340,-1.7063,9.3900,6.8400,2023,1.1236,9.7900,0.0000,88407370.9100,0.0000,0.0000,2.6573,2.6573,2.6573,2.6573,2.6573,2.6573,Indefinido,indefinido,9.11,239152.13,88407370.91,0.9785,0.9305413687436159,OIAG11,,,0
57,ONEF11,0.9800,0.5300,0.5467,1.6400,0.5567,3.3400,0.5542,6.6500,-0.5969,8.8305,-0.0700,183.2000,2.7700,2023,0.4568,201.4000,15.1023,183479598.9000,21.2708,15.6281,1.5085,0.5028,3.0871,0.5145,,,Lajes Corporativas,lajes-corporativas,193.97,52143.58,209486468.42,0.8435,0.9631082423038728,ONEF11,,,1
512,ORPD11,1.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2019,1.1062,124.6841,0.9472,36158397.7800,2.0639,2.0639,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,93,402.75,42660166.46,0.6322,0.7458850005734492,ORPD11,,,0
170,OUFF11,0.7200,1.0700,1.1000,3.3000,1.1067,6.6400,1.1033,13.2400,3.8207,11.0811,4.9316,67.3900,5.5500,2023,0.9192,76.1506,-5.1934,138162698.6200,5.6097,-4.3219,2.7152,0.9051,5.5808,0.9301,,,Fundo de Fundos,fundo-de-fundos,68.76,176353.95,136975498.87,0.9107,0.9029475801897819,OUFF11,,,3
166,OUJP11,1.2500,1.2600,1.3133,3.9400,1.2883,7.7300,1.3075,15.6900,5.7164,6.6827,7.0484,98.9400,6.4700,2023,1.2008,99.9358,-1.1772,325029599.1300,13.5542,0.0095,3.5771,1.1924,7.6068,1.2678,,,Papéis,papeis,99.59,688970.29,321855351.17,1.0064,0.9965397785378213,OUJP11,,,0
389,OULG11,0.4100,1.0000,1.0567,3.1700,1.0383,6.2300,0.7625,9.1500,2.8314,0.6121,3.8597,41.0400,5.2800,2023,0.2730,73.2643,0.0333,181789440.5900,0.7522,0.3064,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,41.05,46611.24,166940157.85,0.6101,0.5603001734814909,OULG11,,,2
213,OURE11,1.0000,1.2300,1.2800,3.8400,1.2800,7.6800,1.3033,15.6400,3.9633,5.1954,5.2420,81.5800,6.4700,2023,1.1411,92.0153,-2.1554,99108491.3300,11.1160,-1.0389,3.3709,1.1236,7.0551,1.1759,,,Misto,misto,81.01,107297.03,98989857.84,0.8814,0.8803970644012464,OURE11,,,4
223,PABY11,0.1325,,,,,,,,,,,,,2012,0.0000,251.4213,1.7432,190677892.8400,5.4924,1.7432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Fundo de Desenvolvimento,fundo-de-desenvolvimento,14.63,2454.5,-13710932.32,0,0.05818918285761787,PABY11,,,15
245,PATB11,7.1503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,0,,574331121.33,0,,PATB11,,,3
433,PATC11,1.3314,,,,,,,,,,,,,,0.3540,79.1000,-7.1657,275074888.5000,-4.7140,-6.8371,1.2903,0.4301,2.4232,0.4039,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,73.49,978093.29,268961008.66,0.9502,0.9290771175726928,PATC11,,,7
228,PATL11,0.6000,0.9100,0.9233,2.7700,0.9000,5.4000,0.8242,9.8900,1.2454,-2.0025,2.1667,65.8500,4.5800,2023,0.5918,98.0058,-0.0998,489199176.0900,6.7406,0.4914,1.7743,0.5914,3.5514,0.5919,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,72.73,731248.92,490239396.17,0.7406,0.7420989370016877,PATL11,,,5
351,PEMA11,0.6400,0.0000,1.4600,4.3800,1.1100,6.6600,1.1775,14.1300,0.0000,,0.0000,,5.9300,2023,,,,,,,,,,,,,Papéis,papeis,40.7,892.4,41405734.1,0.5426,,PEMA11,,,0
489,PLCA11,1.1300,1.3200,1.2800,3.8400,1.2167,7.3000,1.2822,11.5400,-0.1049,-5.1024,1.2137,85.7000,6.1500,2023,1.1791,94.9900,0.0000,52908566.9700,0.0000,0.0000,2.3557,2.3557,2.3557,2.3557,2.3557,2.3557,Indefinido,indefinido,89.9,84351,52908566.97,0.8755,0.9464154121486473,PLCA11,,,0
423,PLCR11,1.0000,1.1800,1.1900,3.5700,1.1867,7.1200,1.2417,14.9000,1.3413,5.6086,2.5371,84.6200,5.9400,2023,1.1008,90.8400,-1.6445,191604396.1000,9.0600,-0.5618,3.4327,1.1442,,,,,Papéis,papeis,85.18,431649.61,194983468.85,0.9214,0.9376926464112726,PLCR11,,,0
344,PLOG11,0.7000,0.9900,1.0167,3.0500,1.0167,6.1000,1.0108,12.1300,2.0127,0.5538,3.0226,70.9600,4.0900,2023,0.7471,100.3948,-0.0245,75296076.0900,8.7653,0.7224,2.2411,0.7470,4.4831,0.7472,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,66.71,70165.04,79648071.76,0.629,0.6644766462007992,PLOG11,,,1
429,PLRI11,0.0494,0.2400,0.2833,0.8500,0.4450,2.6700,0.5333,6.4000,-6.4085,-14.3269,-6.1839,20.3000,3.3500,2023,0.3574,32.9600,-1.0790,31458226.6600,-14.0248,-0.7255,1.7323,0.5774,3.2378,0.5396,,,Papéis,papeis,19.57,9471.34,30115061.62,0.6201,0.59375,PLRI11,,,0
300,PORD11,1.0500,1.2200,1.2033,3.6100,1.1717,7.0300,1.2133,14.5600,3.3025,0.5434,4.5628,86.0200,6.0300,2023,0.9221,97.6000,-0.2657,363888508.9400,9.2076,0.6540,2.9649,0.9883,7.0877,1.1813,,,Papéis,papeis,89.32,794142.87,365660525.64,0.9107,0.9151639344262295,PORD11,,,0
441,PQAG11,0.4400,0.8000,0.8433,2.5300,0.8267,4.9600,0.7925,9.5100,8.8713,3.3939,9.7423,54.9800,4.1700,2023,0.7683,57.2700,-0.0299,801384144.5800,9.0353,0.7382,2.2694,0.7565,4.4507,0.7418,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,54,5941.94,802258713.39,0.9418,0.9429020429544264,PQAG11,,,1
196,PQDP11,16.5896,0.9500,1.1667,3.5000,0.9383,5.6300,0.8683,10.4200,1.2452,-14.7902,2.2070,1749.8000,4.8500,2023,0.5022,3314.3600,0.0675,813718968.2600,1.7049,0.5699,1.5004,0.5001,,,,,Shoppings,shoppings,1830,133461.68,766655882.56,0.586,0.552142796799382,PQDP11,,,1
397,PRSV11,14.1000,,,,,,,,,,,,,,0.4448,364.2296,-0.0308,71024775.3100,-3.8098,0.4138,1.5262,0.5087,2.6527,0.4421,5.7282,0.4774,Lajes Corporativas,lajes-corporativas,83,2788.48,41691301.46,0.3882,0.2278782394401773,PRSV11,,,1
314,PRTS11,0.0549,,,,,,,,,,,,,,,,,,,,,,,,,,Shoppings,shoppings,117.7,,3111607.44,1961.6667,,PRTS11,,,2
434,PVBI11,0.6100,0.6500,0.6533,1.9600,0.6667,4.0000,0.6325,7.5900,-2.9017,3.0060,-2.2706,93.3600,3.3900,2023,0.5499,103.6500,4.6271,1040547991.8800,8.2052,5.2024,1.7007,0.5669,,,,,Lajes Corporativas,lajes-corporativas,97.36,4143306.05,1240321187.02,0.9531,0.9393150024119633,PVBI11,,,3
335,QAGR11,0.4200,0.9100,0.9667,2.9000,0.9717,5.8300,0.9233,11.0800,6.5091,13.8172,7.4784,45.9800,4.8600,2023,0.7341,55.8500,-0.0845,281473386.2000,-1.6803,0.6490,2.2018,0.7339,,,,,Indefinido,indefinido,47,213006.42,281717204.52,0.8408,0.8415398388540734,QAGR11,,,12
117,QAMI11,1.0000,1.3000,1.2300,3.6900,1.1833,7.1000,1.1375,13.6500,2.6941,0.8813,4.0291,77.0000,5.9900,2023,0.8742,91.5100,-1.6064,73333958.7000,10.6921,-0.7462,2.6012,0.8671,,,,,Papéis,papeis,79.94,26261.87,75049541.27,0.8536,0.8735657305212544,QAMI11,,,0
55,QIRI11,89.6379,0.0000,0.6133,1.8400,0.6350,3.8100,0.6867,8.2400,0.0000,,0.0000,,6.1600,2022,0.7335,89.9797,6.2862,13496955.3500,8.7217,7.0658,2.4001,0.8000,4.6149,0.7692,,,Papéis,papeis,78.04,6867.57,13441852.95,0.8709,0.8673067369640042,QIRI11,,,0
169,RBCO11,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.2217,90.2202,1.0273,340942316.6400,-7.0758,1.2512,0.7383,0.2461,1.9677,0.3279,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,RBCO11,,,
120,RBDS11,2.3541,11.2100,7.8100,23.4300,9.0033,54.0200,5.7125,68.5500,-51.1968,-45.7260,-45.7260,21.0000,11.2100,2021,0.0000,22.9843,0.0000,2908038.1700,0.0000,0.0000,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,3.13,1146.03,2486445.75,0.1593,0.13617991411528738,RBDS11,,,0
352,RBED11,1.2600,0.9900,1.0200,3.0600,1.0350,6.2100,0.9933,11.9200,5.7559,13.5270,6.8029,126.9600,5.1400,2023,0.8520,144.3600,2.2596,317006279.2400,11.7230,3.1309,2.5953,0.8651,5.1371,0.8562,,,Educacional,educacional,136,214747.08,339469888.7,0.9435,0.942089221390967,RBED11,,,7
407,RBFF11,0.5100,0.9300,0.9800,2.9400,0.9717,5.8300,0.9392,11.2700,8.5578,8.6126,9.5674,54.8000,4.8700,2023,0.7970,63.9944,-4.9443,239928753.3400,6.4343,-4.1867,2.3062,0.7687,4.6507,0.7751,,,Fundo de Fundos,fundo-de-fundos,57.74,323087.45,245872229.8,0.8805,0.9022664483142275,RBFF11,,,0
475,RBGS11,0.1766,0.6200,0.5267,1.5800,0.4533,2.7200,0.5142,6.1700,-1.8966,-25.7216,-1.2883,28.4500,5.1000,2021,0.1762,90.7841,0.0030,97865283.7100,1.1741,0.1792,0.4627,0.1542,,,,,Shoppings,shoppings,28.45,,97865283.71,0.3134,0.31338086735452575,RBGS11,,,1
186,RBHG11,1.0500,1.2600,1.2700,3.8100,1.2517,7.5100,1.3250,15.9000,1.7907,3.3291,3.0733,83.5600,6.2500,2023,1.1677,92.4859,-0.8025,159777048.8700,9.8713,0.3558,3.6637,1.2212,7.8398,1.3066,,,Papéis,papeis,86.29,672012.26,156875338.92,0.9502,0.9330070854043698,RBHG11,,,0
438,RBHY11,1.2000,1.2800,1.2967,3.8900,1.2717,7.6300,1.3267,15.9200,1.9166,2.7989,3.2211,93.5900,6.3900,2023,1.2693,94.5406,-0.7650,179013107.0600,12.6098,0.4945,3.9624,1.3208,8.4586,1.4098,,,Papéis,papeis,92.99,361623,175717210.63,1.002,0.983598580927136,RBHY11,,,0
1856,RBIF11,1.3500,1.4600,0.4867,1.4600,0.5033,3.0200,0.7260,7.2600,0.0000,,0.0000,92.6100,2.0500,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,93.86,21248.94,0,0,,RBIF11,,,
367,RBIR11,0.3632,0.5300,0.6900,2.0700,0.8167,2.4500,0.8167,2.4500,16.1159,11.0286,16.7313,68.5200,2.0700,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,79.5,46180.81,142713269.01,0.8515,,RBIR11,,,0
318,RBLG11,0.8800,0.0000,0.3200,0.9600,0.6250,3.7500,0.7658,9.1900,0.0000,,0.0000,,2.8300,2023,0.8771,100.3300,-1.0967,64230672.9600,2.5943,-0.2292,2.6086,0.8695,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,100.5,1726.96,64529052.09,0.997,1.001694408452108,RBLG11,,,1
1838,RBOP11,8.2500,1.6200,1.7667,5.3000,1.6117,9.6700,1.7317,20.7800,9.9138,-10.0781,11.6944,510.0000,8.3300,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,496.99,67670.32,78417993.59,0.6443,,RBOP11,,,2
440,RBRD11,0.3200,0.8300,0.9100,2.7300,0.8967,5.3800,0.8292,9.9500,11.7750,5.0414,12.7027,38.3500,4.6000,2023,0.4385,68.4200,0.0503,126703668.8100,0.8274,0.4890,1.3135,0.4378,2.8323,0.4720,,,Varejo,varejo,38.59,30622.92,122623613.25,0.5828,0.5640163694826075,RBRD11,,,4
234,RBRF11,0.6300,0.8500,0.8967,2.6900,0.9200,5.5200,0.8942,10.7300,4.0023,12.8016,4.8863,73.8000,4.6000,2023,0.7623,82.6400,-4.1610,1130629129.0600,0.8050,-3.4304,2.2190,0.7397,,,,,Fundo de Fundos,fundo-de-fundos,78.1,2985443.16,1127465121,0.9477,0.9450629235237172,RBRF11,,,0
84,RBRI11,17.8612,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,915,17098.75,163891993.8,0.7619,,RBRI11,,,0
304,RBRL11,0.6700,0.7700,0.7867,2.3600,0.8100,4.8600,0.7733,9.2800,10.1145,10.5920,10.9624,86.5500,4.0600,2023,0.6060,107.2482,-0.0071,717172701.7000,7.4726,0.5989,1.8171,0.6057,3.6739,0.6123,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,93.5,596342.37,706463095.98,0.885,0.8718095035627638,RBRL11,,,9
444,RBRM11,2002.0897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,94794.81,,25305077.34,2.0191,,RBRM11,,,0
449,RBRP11,0.2700,0.5000,0.5500,1.6500,0.5633,3.3800,0.6242,7.4900,7.8743,16.1232,8.4137,54.2500,2.8200,2023,0.3302,81.7587,-1.6318,995754549.6100,3.6822,-1.3069,1.2060,0.4020,2.8378,0.4730,,,Lajes Corporativas,lajes-corporativas,57.5,1130591.53,975358416.82,0.718,0.7032890689308905,RBRP11,,,10
353,RBRR11,1.0000,1.0900,1.1267,3.3800,1.1067,6.6400,1.0325,12.3900,3.4366,10.3032,4.5641,91.8000,5.6100,2023,0.7357,95.1508,-1.8711,1278723141.9300,3.1234,-1.1492,2.1890,0.7297,5.6848,0.9475,,,Papéis,papeis,90.43,3946187.84,1278231337.4,0.9508,0.9503861239211862,RBRR11,,,0
167,RBRS11,0.4000,0.7300,0.7700,2.3100,0.7800,4.6800,0.7642,9.1700,7.0745,5.3476,7.8561,54.7900,3.7900,2023,0.5098,94.1500,5.0477,163288355.9200,5.5179,5.5833,1.4356,0.4785,2.8543,0.4757,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,53.5,19053.35,163374133.11,0.5679,0.5682421667551779,RBRS11,,,2
105,RBRX11,1.1700,1.2800,1.3467,4.0400,1.3717,8.2300,1.1942,14.3300,5.3326,7.6433,6.6808,91.0600,6.5700,2023,,,,,,,,,,,,,Indefinido,indefinido,89.97,426457,178796957.17,0.9464,,RBRX11,,,0
359,RBRY11,1.2500,1.2700,1.3000,3.9000,1.2450,7.4700,1.2000,14.4000,1.8714,8.2385,3.1651,98.5300,6.3400,2023,1.0070,99.3000,-0.5776,550807992.2400,3.4079,0.4237,3.0132,1.0044,6.6947,1.1158,,,Papéis,papeis,96.69,1459011.71,550260294.03,0.9747,0.9737160120845921,RBRY11,,,0
194,RBTS11,22.9987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,5.1295,919.3200,-16.4142,51964777.1200,-12.2083,-12.1268,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1121,22420,48859372.29,1.2969,1.2193795414001654,RBTS11,,,0
382,RBVA11,0.9500,0.9600,1.0033,3.0100,1.0350,6.2100,1.0750,12.9000,4.8680,12.7470,5.8747,98.8800,5.0500,2023,1.0369,103.1900,0.1246,1195827465.2400,11.2333,1.1628,3.1152,1.0384,6.1407,1.0235,,,Varejo,varejo,103.9,842249.45,1252324791.14,0.9614,1.0068805116774882,RBVA11,,,77
378,RBVO11,0.0100,0.1200,0.1167,0.3500,0.1183,0.7100,1.5350,18.4200,-4.1176,-22.3113,-4.0026,8.1500,0.6600,2023,0.1152,17.3653,-0.5893,8957446.1500,-22.4431,-0.4748,0.4035,0.1345,1.0075,0.1679,,,Papéis,papeis,9.2,5322.29,9155043.21,0.5183,0.5297921717448013,RBVO11,,,0
259,RCFF11,1.2312,1.3200,0.4400,1.3200,0.8380,4.1900,0.8380,4.1900,0.0000,,0.0000,93.0000,1.3200,2022,1.8617,94.0513,-0.0649,30397372.6200,1.7956,1.7956,,,,,,,Fundo de Fundos,fundo-de-fundos,90,6076.4,29766391.32,0.9772,0.9569245720154852,RCFF11,,,0
319,RCRB11,0.7400,0.5600,0.6233,1.8700,0.6250,3.7500,0.5908,7.0900,12.0094,15.0767,12.6367,133.0000,3.1400,2023,0.3626,209.5800,6.3244,773491666.3500,10.5693,6.7100,1.1134,0.3711,2.2182,0.3697,,,Lajes Corporativas,lajes-corporativas,144,719585.11,769956186.61,0.6903,0.6870884626395648,RCRB11,,,9
289,RDPD11,0.3100,1.3900,1.4267,4.2800,3.8717,23.2300,6.8600,82.3200,-4.9787,-7.0815,-3.6579,22.3300,24.4500,2023,0.9426,33.9476,-37.0460,36596919.0000,-36.0114,-36.4525,2.6743,0.8914,5.8484,0.9747,,,Papéis,papeis,22.96,98337.21,23933616.17,0.991,0.6763364715031401,RDPD11,,,0
348,RECR11,1.2254,1.4200,1.4100,4.2300,1.2483,7.4900,1.0450,12.5400,2.7821,3.1196,4.2416,86.0800,6.4500,2023,0.7710,95.3300,-0.0019,2520731349.4000,12.7224,0.7691,1.8641,0.6214,4.9754,0.8292,,,Papéis,papeis,88.56,4635421.18,2521296894.25,0.9288,0.9289835308926886,RECR11,,,0
409,RECT11,0.4000,0.7800,0.9633,2.8900,0.9850,5.9100,0.9158,10.9900,-1.4382,-0.1090,-0.6694,51.4000,4.9800,2023,0.5269,95.2383,-0.2114,813667318.7700,3.2884,0.3143,1.5784,0.5261,3.1575,0.5263,,,Lajes Corporativas,lajes-corporativas,50.04,672086.53,790838299.16,0.5406,0.5254188703494288,RECT11,,,9
297,RECX11,0.6000,0.9400,0.9600,2.8800,0.9850,5.9100,0.9700,11.6400,-3.2548,-4.4597,-2.3453,63.6100,5.0500,2023,0.7657,78.3600,-3.7998,17106482.6500,-5.6839,-3.0632,2.7297,0.9099,,,,,Fundo de Fundos,fundo-de-fundos,64.76,13963.68,16411276.17,0.8615,0.8264420622766718,RECX11,,,0
214,REIT11,9.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Papéis,papeis,178,178,7842730.83,0.5967,,REIT11,,,0
435,RELG11,0.7000,0.9900,1.0200,3.0600,0.9100,5.4600,1.0175,12.2100,-1.1865,-1.4317,-0.2082,70.7900,1.9700,2023,0.6749,118.5435,-0.3285,158203626.9700,4.6187,0.3441,1.5894,0.5298,3.8653,0.6442,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,59.08,124511.89,164268418.49,0.48,0.49838245032414263,RELG11,,,5
376,RFOF11,0.7000,0.9800,1.0100,3.0300,1.0133,6.0800,0.9808,11.7700,2.5916,7.6529,3.5970,71.6500,5.0700,2023,0.9063,80.5506,-6.0724,86846738.6700,1.0839,-5.2212,2.5879,0.8626,5.0601,0.8434,,,Fundo de Fundos,fundo-de-fundos,75.78,76449.89,86902246.74,0.9402,0.94077511526916,RFOF11,,,0
1842,RINV11,1.0500,1.0000,0.9533,2.8600,0.9500,3.8000,0.9500,3.8000,7.8853,12.7906,8.9642,105.3500,3.8000,2023,,,,,,,,,,,,,Indefinido,indefinido,108.15,155670.63,31359909.48,1.035,,RINV11,,,
349,RMAI11,0.2600,0.5600,0.5600,1.6800,0.5233,3.1400,0.5750,6.9000,1.0435,-20.3979,1.6093,46.4800,2.7100,2023,0.2407,108.0398,-0.0539,264027689.7500,2.1495,0.1867,0.7217,0.2406,1.4414,0.2402,,,Lajes Corporativas,lajes-corporativas,48,72368.03,242186655.22,0.4844,0.4442807187721562,RMAI11,,,2
173,RNDP11,0.7000,0.5900,0.5933,1.7800,2.9200,17.5200,6.3900,76.6800,4.8761,-6.5037,5.4949,118.5100,22.5600,2023,0.4063,189.5200,-40.9913,20370268.0400,-69.5678,-40.7516,1.7815,0.5938,4.2505,0.7084,,,Papéis,papeis,116.95,5928.29,19299284.47,0.6513,0.6170852680455888,RNDP11,,,0
329,RNGO11,0.4000,0.7900,0.8467,2.5400,0.8733,5.2400,0.8717,10.4600,-0.6883,8.2301,0.0963,50.5000,4.3600,2023,0.4904,87.6800,-0.0210,234642811.8700,5.3681,0.4693,1.4712,0.4904,2.9314,0.4886,,,Lajes Corporativas,lajes-corporativas,49.02,78050.71,231354035.33,0.567,0.5590784671532847,RNGO11,,,4
217,ROOF11,41.7154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,590,53459.2,42610171.42,1.073,,ROOF11,,,79
106,RPRI11,1.3000,1.3400,1.3300,3.9900,1.3233,7.9400,1.0733,12.8800,2.7869,6.1979,4.1642,97.0000,6.5600,2023,,,,,,,,,,,,,Papéis,papeis,97.85,410557.24,227346026.76,0.9649,,RPRI11,,,0
184,RRCI11,1.0000,1.2000,1.2300,3.6900,1.1683,7.0100,1.2267,14.7200,3.4191,0.6435,4.6602,83.1800,5.9800,2023,0.9530,94.4388,-1.4942,45496558.4000,10.7818,-0.5555,3.0870,1.0290,6.9160,1.1527,,,Papéis,papeis,83.99,39231.11,44490796.01,0.9095,0.8893590346340698,RRCI11,,,0
215,RSPD11,20.1327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.9818,1130.0991,-1.0846,168368776.6900,-0.1134,-0.1134,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1125,3375,154270802.96,1.0866,0.9954879178295073,RSPD11,,,0
491,RURA11,0.1400,1.3500,1.1233,3.3700,1.1217,6.7300,1.1208,13.4500,1.1685,5.8018,2.5342,10.3900,5.3800,2023,,,,,,,,,,,,,Misto,misto,10.38,1333588.08,0,0,,RURA11,,,0
202,RVBI11,0.7500,0.9500,1.0000,3.0000,1.0250,6.1500,0.9958,11.9500,5.1976,14.3490,6.1969,79.3400,5.1200,2023,0.8942,83.8700,-2.8780,120772113.6900,5.1082,-2.0095,2.6262,0.8754,5.2258,0.8710,,,Fundo de Fundos,fundo-de-fundos,82.65,177604.68,121599118.02,0.9788,0.9854536783116729,RVBI11,,,0
