post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,v_fisica,v_financeira,ativos
513,RZAG11,0.1250,1.3400,1.3167,3.9500,1.2817,7.6900,1.2825,15.3900,2.5358,4.3738,3.9098,9.3000,6.4500,2023,1.3655,9.5200,-0.3955,647813930.7300,13.5530,0.9647,4.1942,1.3981,8.2955,1.3826,13.7473,1.3747,Indefinido,indefinido,9.38,2106220.84,647813930.73,0.9842,0.985294117647059,RZAG11,,,0
277,RZAK11,1.2500,1.3100,1.3167,3.9500,1.3083,7.8500,1.4133,16.9600,3.1432,4.0693,4.4944,95.4900,6.4200,2023,1.6192,92.6400,-0.4085,360999586.2800,7.8970,1.2040,4.6752,1.5584,,,,,Papéis,papeis,94,3712385.37,817479128.74,1.0128,1.0146804835924006,RZAK11,,,0
1864,RZAT11,1.2000,1.2300,1.4167,4.2500,1.2050,7.2300,1.0492,12.5900,3.7937,16.7057,5.0704,97.4000,6.7900,2023,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,94.81,783529.92,371250412.71,0.947,,RZAT11,,,10
233,RZTR11,0.8500,0.9400,0.9833,2.9500,0.9600,5.7600,1.0875,13.0500,6.6181,-4.7678,7.6203,90.7000,4.9000,2023,1.2846,97.3100,0.0015,1066756882.7800,10.3689,1.2861,3.8508,1.2836,7.6715,1.2786,,,Misto,misto,93.93,2069299.32,1050763743.78,0.9876,0.965265645874011,RZTR11,,,15
307,SADI11,1.0000,1.1800,1.1933,3.5800,1.1767,7.0600,1.1667,14.0000,4.1667,-2.0081,5.3958,85.0000,5.9200,2023,1.0584,99.2025,-0.8807,315484399.1900,9.9180,0.1684,3.1582,1.0527,6.3152,1.0525,,,Papéis,papeis,83.78,280394,149415214.47,0.8684,0.844535167964517,SADI11,,,0
279,SARE11,0.6000,0.9000,1.0200,3.0600,1.0150,6.0900,0.9575,11.4900,13.3548,3.5671,14.3750,66.8000,5.1500,2023,0.6766,94.5880,-3.2397,873456265.0600,2.4170,-2.5850,1.9943,0.6648,4.0320,0.6720,,,Misto,misto,66.86,1633414.74,870603929.22,0.7092,0.7068549921765975,SARE11,,,3
266,SCPF11,0.0170,0.3100,0.4667,1.4000,0.5450,3.2700,0.4117,4.9400,6.0784,-1.1431,6.4073,5.4100,2.3100,2023,0.1428,12.6092,0.2904,52958523.1300,2.5545,0.4336,0.3896,0.1299,0.7972,0.1329,,,Shoppings,shoppings,5.19,3481.05,49130198.36,0.4436,0.411604225486153,SCPF11,,,1
195,SDIL11,0.8300,0.8700,0.8933,2.6800,0.8933,5.3600,0.8650,10.3800,1.5002,4.8124,2.3832,95.4000,4.5000,2023,0.8339,98.3300,-0.2174,628810333.3800,9.8640,0.6147,2.4359,0.8120,4.7361,0.7894,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,95.01,923754.05,615145313.88,0.9877,0.9662361435980882,SDIL11,,,5
91,SEED11,1.1500,1.1600,0.3867,1.1600,0.1933,1.1600,0.1833,2.2000,0.0000,,0.0000,99.0000,1.1600,2023,,,,,,,,,,,,,Indefinido,indefinido,98.99,156159.5,145994727.82,1.112,,SEED11,,,0
256,SEQR11,0.6904,1.1100,1.1400,3.4200,1.1350,6.8100,1.0783,12.9400,3.7500,6.7508,4.9016,62.2500,5.7100,2023,0.7038,96.2734,0.2232,154860775.5900,7.9167,0.9286,2.0894,0.6965,4.1650,0.6942,,,Misto,misto,60.79,220805.26,150350065.3,0.6504,0.6314309040711141,SEQR11,,,4
442,SHOP11,6.7510,,,,,,,,,,,,,,,,,,,,,,,,,,Shoppings,shoppings,68,112.13,71675570.55,1.4052,,SHOP11,,,1
418,SHPH11,4.2000,0.6100,0.6033,1.8100,0.5400,3.2400,0.4692,5.6300,10.7419,-4.1401,11.4175,686.6000,2.7900,2023,0.3036,889.2700,0.0247,541523043.1700,3.9591,0.3284,1.1889,0.3963,2.3851,0.3975,,,Shoppings,shoppings,750,172634.11,545005856.4,0.838,0.84338839722469,SHPH11,,,1
108,SHSO11,1.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,0,,19523677.58,0,,SHSO11,,,0
109,SIGR11,1.2261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,100,333600,39147361.12,0.9947,,SIGR11,,,0
555,SNAG11,1.2000,1.1900,1.1400,3.4200,1.1367,6.8200,1.2167,10.9500,0.0000,5.2589,1.1900,101.2000,5.6400,2023,1.1919,100.6800,-0.5874,302047117.5000,3.8846,0.5975,3.4384,1.1461,5.8111,1.4528,5.8111,1.4528,Papéis,papeis,100.5,1069432.24,302047117.5,0.9982,0.9982121573301549,SNAG11,,,0
236,SNCI11,1.1000,1.1000,1.1033,3.3100,1.0617,6.3700,1.0808,12.9700,1.0606,6.8538,2.1723,100.0500,5.3600,2023,1.1244,97.8300,0.4415,410906844.9900,11.6171,1.5708,3.2234,1.0745,6.2957,1.0493,7.3205,0.6100,Papéis,papeis,99.89,650733.29,414277550.97,1.0127,1.0210569355003578,SNCI11,,,0
53,SNFF11,0.6500,0.7400,0.7567,2.2700,0.7817,4.6900,0.8125,9.7500,1.6284,3.6021,2.3804,88.0000,3.7800,2023,1.4635,88.8300,-4.8242,251391286.3500,1.1244,-3.4314,2.8497,0.9499,,,,,Fundo de Fundos,fundo-de-fundos,86.01,329564.37,252403727.54,0.9643,0.9682539682539684,SNFF11,,,0
1836,SNID11,1.1500,1.1300,0.7533,2.2600,0.7483,4.4900,0.7063,5.6500,0.0000,4.1843,1.1300,101.5900,5.6500,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,101.01,117977.05,0,0,,SNID11,,,
1846,SNLG11,0.3500,0.8600,0.8600,2.5800,0.7600,4.5600,0.9742,11.6900,-3.5952,-2.7662,-2.7662,40.4900,0.8600,2023,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,36.9,44800.95,116088485.68,0.6002,,SNLG11,,,2
206,SOLR11,4.7708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,1128.06,1058.5,58865120.48,1.2051,,SOLR11,,,1
207,SPTW11,0.4200,1.0400,1.0633,3.1900,1.0567,6.3400,1.0017,12.0200,3.2357,3.8991,4.3094,40.2000,5.3100,2023,0.7898,53.1800,0.0916,95616447.8100,8.7324,0.8821,2.2965,0.7655,4.5611,0.7602,,,Lajes Corporativas,lajes-corporativas,42.05,111889.87,100601437.72,0.7516,0.7907107935314027,SPTW11,,,1
294,SPVJ11,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.5738,116.7618,0.0813,737010972.7600,16.0239,0.6556,1.7734,0.5911,3.6840,0.6140,,,Shoppings,shoppings,0,,734470232.18,0,,SPVJ11,,,14
85,SPXS11,1.1500,1.2100,1.2633,3.7900,1.1133,6.6800,1.0044,9.0400,16.9972,10.2171,18.4128,94.9900,6.0100,2023,,,,,,,,,,,,,Indefinido,indefinido,91.54,389692.87,119266937.26,0.9504,,SPXS11,,,0
122,SRVD11,0.2000,2.2900,1.6500,3.3000,1.6500,3.3000,1.6500,3.3000,-9.7938,-7.7281,-7.7281,8.7500,3.3000,2022,16.8728,1.1853,-0.1136,114131701.2300,25.6393,16.7400,,,,,,,Indefinido,indefinido,5.73,175.14,605764.22,573,4.834219185016452,SRVD11,,,0
189,STRX11,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.5041,140.8579,0.0108,227282512.7700,5.9507,0.5149,1.6472,0.5491,3.2250,0.5375,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,8.52,,264632033.44,0.0519,0.06048649028559988,STRX11,,,3
146,TCPF11,1.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Misto,misto,1.26,,38396387.78,0.0098,,TCPF11,,,0
237,TEPP11,0.5500,0.6800,0.7200,2.1600,0.7300,4.3800,0.6867,8.2400,10.0954,25.0231,10.8440,80.8100,3.6200,2023,0.5542,90.2258,-0.0932,380930502.5500,4.6466,0.4605,1.6519,0.5506,3.2948,0.5491,,,Lajes Corporativas,lajes-corporativas,85.15,979071.58,402366364.33,0.8935,0.9437433638715312,TEPP11,,,5
431,TGAR11,1.3600,1.1200,1.1667,3.5000,1.1367,6.8200,1.2058,14.4700,7.9893,5.3456,9.1988,121.3800,5.7500,2023,1.3086,114.6255,-1.9991,1296364862.0500,-0.9816,-0.7166,3.9678,1.3226,7.8215,1.3036,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,120.2,3881264.76,1659847150.85,0.9983,1.0486322851372514,TGAR11,,,8
111,TJKB11,1.6000,0.0000,0.3100,0.9300,0.1550,0.9300,0.0775,0.9300,0.0000,,0.0000,,0.9300,2023,,,,,,,,,,,,,Indefinido,indefinido,271.35,12166,202216206.32,1.0158,,TJKB11,,,7
411,TORD11,0.0500,0.9000,0.8367,2.5100,0.8667,5.2000,0.9550,11.4600,-24.5257,-23.8465,-23.8465,5.5700,0.9000,2023,0.5680,14.0853,-0.4481,493708826.4000,12.8944,0.1173,1.5592,0.5197,,,,,Misto,misto,3.77,280356.97,434453179.35,0.3043,0.26765493102738314,TORD11,,,1
333,TRNT11,0.3900,0.0000,0.2833,0.8500,0.3133,1.8800,0.2725,3.2700,0.0000,,0.0000,,1.6100,2023,0.2576,202.5700,0.0077,797232182.2300,1.3959,0.2653,0.5591,0.1864,1.1353,0.1892,,,Lajes Corporativas,lajes-corporativas,114.9,60916.35,774095724.42,0.5842,0.5672113343535569,TRNT11,,,1
456,TRXB11,0.9200,0.7300,0.7567,2.2700,0.7600,4.5600,0.5758,6.9100,8.2931,5.2216,9.0836,125.6200,3.7900,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,129,557113.27,329507265.03,1.1201,,TRXB11,,,12
280,TRXF11,0.8500,0.8100,0.8167,2.4500,0.8700,5.2200,0.8508,10.2100,-0.3344,3.3350,0.4729,104.3300,4.0800,2023,0.8413,101.0400,0.2302,897393209.0500,9.9397,1.0734,2.5097,0.8366,5.2196,0.8699,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,104.9,3941418.89,1248373911.98,1.0078,1.038202692003167,TRXF11,,,27
290,TSER11,0.9600,0.9600,0.3200,0.9600,0.3083,1.8500,0.3600,4.3200,0.0000,,0.0000,100.0000,1.8500,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,100,1535.86,123953118,0.9721,,TSER11,,,1
123,URPR11,1.3300,1.3700,1.4033,4.2100,1.3267,7.9600,1.3133,15.7600,4.7204,3.0207,6.1551,97.3900,6.7600,2023,1.1174,99.3335,-1.7375,1159743349.6800,22.9327,-0.6395,3.5268,1.1756,8.1798,1.3633,,,Papéis,papeis,97,2284451.08,1170990482.28,0.9671,0.9765084286771331,URPR11,,,0
244,VCJR11,1.2500,1.3500,1.3300,3.9900,1.2250,7.3500,0.9483,11.3800,6.6767,8.5711,8.1168,92.3500,6.2500,2023,0.4568,94.1300,-1.5396,1386004425.3600,11.4483,-1.0898,0.8771,0.2924,4.0728,0.6788,,,Papéis,papeis,89.47,2231751.89,1406109748.02,0.9369,0.9504939976628068,VCJR11,,,0
549,VCRA11,1.3700,1.3600,1.3267,3.9800,1.2833,7.7000,1.2964,14.2600,0.4975,0.9710,1.8643,101.0000,6.2900,2023,1.1597,102.6100,0.2202,471373746.6000,2.8678,1.3824,4.0868,2.0434,4.0868,2.0434,4.0868,2.0434,Indefinido,indefinido,96.99,555500.61,471373746.6,0.9769,0.9452295097943669,VCRA11,,,0
113,VCRI11,0.1100,1.2900,1.3933,4.1800,1.3467,8.0800,1.5018,16.5200,10.8949,0.6430,12.3255,8.5500,6.7000,2023,1.2544,9.5666,-1.3316,170030754.8400,1.6859,-0.0940,3.7314,1.2438,8.0223,1.3371,,,Papéis,papeis,8.66,338757.26,170345410.85,0.904,0.9052327890786697,VCRI11,,,0
404,VCRR11,0.7000,0.8900,0.9367,2.8100,0.9367,5.6200,0.9133,10.9600,8.1599,12.6417,9.1225,79.0000,4.7100,2023,0.5582,120.0280,0.0567,240055982.8400,6.6719,0.6152,1.6751,0.5584,3.3523,0.5587,,,Imóveis Residenciais,imoveis-residenciais,79.7,155054.47,256829326.11,0.6207,0.6640117305961942,VCRR11,,,0
384,VGHF11,0.1100,1.1600,1.2000,3.6000,1.1233,6.7400,1.1167,13.4000,5.2339,6.4783,6.4546,9.4500,5.7800,2023,1.0846,9.2200,-1.7033,671782012.9100,12.4675,-0.6371,3.0078,1.0026,7.0058,1.1676,,,Misto,misto,9.39,2043387.71,677023977.17,1.0108,1.0184381778741864,VGHF11,,,0
534,VGIA11,0.1350,1.4200,1.4200,4.2600,1.4500,8.7000,1.4917,17.9000,0.0000,1.5421,1.4200,9.5000,7.2100,2023,1.3684,9.5000,-0.3001,821089744.8600,9.2925,1.0642,4.3624,1.4541,9.1879,1.5313,10.5553,1.7592,Indefinido,indefinido,9.5,4261168.71,821089744.86,0.9989,1,VGIA11,,,0
118,VGIP11,1.0900,1.2400,1.3400,4.0200,1.1667,7.0000,1.0117,12.1400,2.6371,9.3700,3.9098,87.9600,6.0400,2023,0.4963,90.6700,-1.7766,1068757358.5900,7.9989,-1.2891,1.4742,0.4914,5.2031,0.8672,,,Papéis,papeis,87.46,2111565.71,1090740908.12,0.9451,0.9645968898202271,VGIP11,,,0
47,VGIR11,0.1200,1.2900,1.2767,3.8300,1.2533,7.5200,1.2667,15.2000,-1.6895,1.2376,-0.4213,9.3100,6.4000,2023,1.3514,9.6200,-0.1959,993272195.2000,-89.1396,1.1528,4.0480,1.3493,6.7731,1.1289,,,Papéis,papeis,9.27,3812533.63,992969873.79,0.9636,0.9636174636174637,VGIR11,,,0
135,VIDS11,129.2696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0,,72834224.69,0,,VIDS11,,,0
342,VIFI11,0.0650,0.8700,0.9267,2.7800,0.9350,5.6100,0.8808,10.5700,8.1159,11.8129,9.0566,7.4600,4.6800,2023,0.6750,8.8892,-5.1376,71906199.0800,-69.5073,-4.4973,1.9506,0.6502,3.9654,0.6609,,,Fundo de Fundos,fundo-de-fundos,7.8,97563.63,73110640.44,0.8628,0.8774692885748998,VIFI11,,,0
386,VILG11,0.7000,0.7200,0.7200,2.1600,0.6983,4.1900,0.6992,8.3900,3.6267,1.2492,4.3728,97.7200,3.4900,2023,0.6334,113.6752,-0.2821,1704831705.4800,6.8469,0.3495,1.8968,0.6323,3.7903,0.6317,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,105.44,1998130.18,1679150195.56,0.9418,0.9275549988036088,VILG11,,,15
182,VINO11,0.3100,0.7000,0.7400,2.2200,0.7283,4.3700,0.7200,8.6400,4.2593,-2.9316,4.9891,44.5500,3.6600,2023,0.6308,53.8977,-0.4431,892828948.0600,4.1697,0.1850,1.8898,0.6299,3.7800,0.6300,,,Lajes Corporativas,lajes-corporativas,45.64,986802.79,899963895.85,0.8401,0.8467893806229209,VINO11,,,10
278,VISC11,0.8200,0.6900,0.7500,2.2500,0.7667,4.6000,0.7225,8.6700,9.4214,15.3762,10.1764,118.0000,3.8000,2023,0.6613,114.9284,-0.0401,2033799531.3400,5.9165,0.6210,1.9586,0.6529,3.8148,0.6358,,,Shoppings,shoppings,114.1,3696618.89,2235048024.46,0.9491,0.9927920339968189,VISC11,,,20
410,VIUR11,0.0720,0.9000,1.0200,3.0600,1.0167,6.1000,0.9767,11.7200,9.1405,6.3622,10.1228,8.0000,5.1900,2023,0.7571,9.5103,-0.1170,256267930.8200,-89.3084,0.6392,2.2715,0.7572,4.5523,0.7587,,,Misto,misto,8.21,452348.34,247609446.67,0.8934,0.8632745549562054,VIUR11,,,8
312,VJFD11,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.7660,132.8369,0.0348,647729783.5200,2.4269,0.8010,2.2894,0.7631,,,,,Papéis,papeis,0,,665494906.73,0,,VJFD11,,,39
114,VLIQ11,5.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,0,,0,0,,VLIQ11,,,0
285,VLOL11,16.3034,,,,,,,,,,,,,,0.5887,103.6200,-0.0193,184940072.8500,5.3094,0.5693,1.7660,0.5887,3.5036,0.5839,,,Lajes Corporativas,lajes-corporativas,98,160238.13,198219080.15,0.8824,0.9457633661455317,VLOL11,,,1
235,VOTS11,1.1100,1.3100,1.3500,4.0500,1.3383,8.0300,1.2192,14.6300,2.8606,10.8641,4.2081,84.8600,8.0300,2023,0.9194,93.5437,-1.4350,77446050.2000,7.9991,-0.5288,2.5465,0.8488,6.1244,1.0207,,,Papéis,papeis,85.29,11340.47,77106639.54,0.9158,0.9117663722944463,VOTS11,,,0
127,VRTA11,0.9500,1.0600,1.1000,3.3000,1.0867,6.5200,1.0950,13.1400,6.4286,6.2508,7.5567,89.4000,5.5100,2023,0.9791,91.9200,-2.3438,1433324842.3300,8.8735,-1.3877,3.1085,1.0362,6.7167,1.1195,,,Papéis,papeis,91,1949561.16,1450573448.72,0.9782,0.9899912967798085,VRTA11,,,0
121,VSEC11,0.0800,0.0000,0.0000,0.0000,23.0000,138.0000,11.5350,138.4200,0.0000,,0.0000,,138.0000,2023,,,,,,,,,,,,,Papéis,papeis,3.49,2.5,211369.89,1.0356,,VSEC11,,,0
271,VSHO11,0.7200,1.0300,1.0500,3.1500,0.9967,5.9800,0.8825,10.5900,5.2632,7.8826,6.3474,70.0000,5.1700,2023,0.6875,98.9056,0.1303,207582986.0900,3.5681,0.8187,1.7541,0.5847,3.5996,0.5999,,,Shoppings,shoppings,79.44,83819.42,210488983.04,0.7921,0.8031901125922091,VSHO11,,,3
48,VSLH11,0.0300,0.5300,0.5733,1.7200,0.7933,4.7600,0.9925,11.9100,21.4592,-35.2114,22.1030,5.6600,3.9900,2023,1.0508,10.4678,-0.5348,312610065.4900,19.1504,0.5104,3.0958,1.0319,6.2476,1.0413,,,Papéis,papeis,5.11,423574.16,297977342.09,0.512,0.4881637020195266,VSLH11,,,0
293,VTLT11,0.8800,0.9700,0.9667,2.9000,0.9567,5.7400,0.9183,11.0200,-2.1185,2.1614,-1.1691,91.0200,4.8500,2023,0.8060,102.9779,0.0493,217798220.6100,8.9109,0.8557,2.4192,0.8064,4.8416,0.8069,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,96.9,153588.42,213727506.51,0.9589,0.9409785983206106,VTLT11,,,1
337,VTPL11,5.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2019,,,,,,,,,,,,,Papéis,papeis,0,,106918289.65,0,,VTPL11,,,1
501,VVCO11,11.1600,62.8700,62.8700,62.8700,62.8700,62.8700,62.8700,62.8700,0.0000,,0.0000,17.7500,62.8700,2019,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,11.69,57284.24,69705535.75,0.841,,VVCO11,,,1
308,VVPR11,0.8923,0.8900,0.8233,2.4700,0.8133,4.8800,0.8100,9.7200,0.4020,15.0160,1.2956,99.9000,6.6500,2022,0.7430,103.4123,0.0199,238445073.7600,1.5327,0.7630,,,,,,,Misto,misto,101.5,1249061.55,226032234.18,1.0354,0.9815080024329794,VVPR11,,,6
2469,VVRI11,1.5000,1.4800,1.4900,2.9800,1.4900,2.9800,1.4900,2.9800,1.2000,2.6978,2.6978,101.2000,2.9800,2023,,,,,,,,,,,,,Indefinido,indefinido,100,7186.33,38732646.09,1.0327,,VVRI11,,,1
205,VXXV11,10.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2020,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1001,6899893,277563969.09,0.9606,,VXXV11,,,2
451,WPLZ11,0.4000,0.6500,0.6267,1.8800,0.6467,3.8800,0.6467,7.7600,-0.3710,-21.1828,0.2766,61.7600,3.1400,2023,0.5826,102.9900,0.0551,105130234.6700,4.6842,0.6380,1.5542,0.5181,2.8665,0.4778,,,Shoppings,shoppings,63.8,3339.61,89762305.91,0.7255,0.6194776191863288,WPLZ11,,,1
365,WTSP11B,0.1900,0.0000,0.2000,0.6000,0.5050,3.0300,0.6475,7.7700,0.0000,,0.0000,,1.7900,2023,0.4021,78.9232,0.6897,78336432.2500,5.1059,1.0946,,,,,,,Misto,misto,35.05,1071.09,71950652.95,0.4835,0.4441026212824619,WTSP11B,,,2
516,XPCA11,0.1100,1.1100,1.3133,3.9400,1.3367,8.0200,1.3283,15.9400,0.0000,10.1734,1.1100,9.9300,6.5600,2023,1.3699,9.4900,-0.0084,317410269.3900,14.0009,1.3613,4.4239,1.4746,8.8416,1.4736,15.9624,1.4511,Indefinido,indefinido,9.56,1920121.21,317410269.39,1.0443,1.0073761854583774,XPCA11,,,0
211,XPCI11,0.9300,1.1100,1.1167,3.3500,1.1183,6.7100,1.0308,12.3700,4.7930,8.8637,5.9562,83.5200,5.8200,2023,0.6408,93.6283,-1.9679,814711734.7600,10.1113,-1.3397,2.2491,0.7497,5.3563,0.8927,,,Papéis,papeis,86.74,1829823.13,816616393.65,0.9242,0.9264292954160227,XPCI11,,,0
347,XPCM11,0.0800,0.5800,0.6800,2.0400,0.8550,5.1300,0.8817,10.5800,-1.7857,-0.6816,-1.2161,13.7500,3.5300,2023,0.3299,51.5300,-0.7746,124433063.4300,-2.9679,-0.4473,0.8485,0.2828,1.7147,0.2858,,,Lajes Corporativas,lajes-corporativas,13.7,44395,103295556.68,0.3202,0.2658645449252862,XPCM11,,,1
222,XPHT11,1.6500,1.4500,1.3400,4.0200,1.2867,7.7200,1.0625,12.7500,3.6273,8.2444,5.1299,113.9900,6.2000,2023,1.5925,94.1900,-0.0775,358343595.7100,6.7411,1.5138,4.8834,1.6278,6.2654,1.0442,,,Hotéis,hoteis,125,75306.65,376512967.62,1.2631,1.3271047881940758,XPHT11,,,12
1850,XPID11,0.4500,0.5100,0.6500,1.9500,0.7083,4.2500,0.7000,8.4000,5.1749,7.4418,5.7113,87.8000,6.1700,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,87.29,644696.63,0,0,,XPID11,,,
396,XPIN11,0.6500,0.8200,0.8567,2.5700,0.8817,5.2900,0.8525,10.2300,0.6878,11.6191,1.5135,79.0500,4.4100,2023,0.6261,103.8115,-1.3709,742296242.1900,0.7513,-0.7533,1.8454,0.6151,3.5387,0.5898,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,79.98,416196.95,729955133.15,0.7834,0.7704348747489441,XPIN11,,,98
275,XPLG11,0.7500,0.7100,0.7433,2.2300,0.7633,4.5800,0.7350,8.8200,5.9000,11.0401,6.6519,105.9000,3.8300,2023,0.6463,114.4897,0.1879,3102791995.7500,11.4711,0.8355,1.9418,0.6473,3.8230,0.6372,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,112.12,3946722.92,3073592158.93,0.9886,0.9793020682209841,XPLG11,,,19
373,XPML11,0.8100,0.7800,0.7900,2.3700,0.8117,4.8700,0.7717,9.2600,1.2136,9.8169,2.0031,104.2500,3.9600,2023,0.7603,101.2739,-0.6573,2057877597.2300,6.5638,0.0981,2.2317,0.7439,,,,,Shoppings,shoppings,104,5627423.47,2098002886.54,1.0566,1.0269180904458108,XPML11,,,12
345,XPPR11,0.1000,0.4300,0.4167,1.2500,0.5717,3.4300,0.6400,7.6800,1.4680,-25.3158,1.9044,23.5000,2.5000,2023,0.4012,74.7687,0.0522,547020346.8600,-3.6491,0.4536,1.1993,0.3998,2.5088,0.4181,,,Lajes Corporativas,lajes-corporativas,23.05,260063.42,521188970.44,0.3236,0.30828408144049585,XPPR11,,,5
399,XPSF11,0.0760,1.0200,1.0600,3.1800,1.0517,6.3100,1.0208,12.2500,5.3824,3.1943,6.4573,7.4400,5.3000,2023,0.9016,8.5400,-4.0449,369792382.0500,-89.4039,-3.1798,2.6153,0.8718,5.1091,0.8515,,,Fundo de Fundos,fundo-de-fundos,8.03,588474.13,365478307.57,0.9514,0.9402810304449649,XPSF11,,,0
174,XTED11,11.1600,,,,,,,,,,,,,,0.0000,28.0218,-0.3575,50230589.4700,-3.4450,-0.3575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Lajes Corporativas,lajes-corporativas,8.82,17641.88,67378204.04,0.6771,0.3147549407960945,XTED11,,,1
175,YUFI11,0.1524,0.1500,0.1300,0.3900,0.0650,0.3900,0.0433,0.3900,0.0000,,0.0000,105.0000,0.3900,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,80.84,2895.93,50073483.72,0.7954,,YUFI11,,,28
537,YUFI11B,0.6331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,2022,0.5999,105.5322,-0.0137,41701052.9800,6.3235,0.5861,,,,,,,Indefinido,indefinido,,,,,,YUFI11B,,,0
1866,ZAVI11,1.1000,0.8700,0.8700,2.6100,0.8617,5.1700,0.8686,6.0800,0.0000,1.0929,0.8700,126.0000,4.2300,2023,,,,,,,,,,,,,Indefinido,indefinido,125.8,93506.4,118026295.42,0.9875,,ZAVI11,,,8
295,ZIFI11,3.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1000,12438.73,57357479.19,0.8279,,ZIFI11,,,0
